epoch,train_mae,val_mae,val_mse,val_rmse,val_pearson_r,lr,elapsed_s
25,0.4252569554427958,0.4222297524913735,0.487394657156883,0.6209041387389559,0.7704206184236282,0.001,104526.15845251083
26,0.4173119320091873,0.4222297524913735,0.487394657156883,0.6209041387389559,0.7704206184236282,0.001,107784.76393866539
27,0.41847515897336335,0.39745548244463197,0.39923388322969094,0.5710901339119727,0.7803057329643757,0.001,111477.85832571983
28,0.41170442968502624,0.39745548244463197,0.39923388322969094,0.5710901339119727,0.7803057329643757,0.001,114700.42702651024
29,0.4122043657295901,0.39745548244463197,0.39923388322969094,0.5710901339119727,0.7803057329643757,0.001,117843.7776415348
30,0.4001872731479213,0.40142235310252655,0.3957795681209739,0.5718704664379085,0.7929067135950841,0.001,121360.86182022095
31,0.4001365562198877,0.40142235310252655,0.3957795681209739,0.5718704664379085,0.7929067135950841,0.001,124667.49546384811
32,0.3912092456844056,0.40142235310252655,0.3957795681209739,0.5718704664379085,0.7929067135950841,0.001,127878.74881219864
33,0.39042838893248294,0.3795408003647393,0.3492202206489143,0.5379451495518378,0.8105387616594997,0.001,131568.81009316444
34,0.3835816789883577,0.3795408003647393,0.3492202206489143,0.5379451495518378,0.8105387616594997,0.001,134686.4614801407
35,0.3779162573633561,0.3795408003647393,0.3492202206489143,0.5379451495518378,0.8105387616594997,0.001,137846.98740005493
36,0.37619822774008527,0.38159958266336985,0.3751350894160227,0.550404891371727,0.8261380345996366,0.001,141416.9438419342
37,0.37492650563860164,0.38159958266336985,0.3751350894160227,0.550404891371727,0.8261380345996366,0.001,144581.8006517887
38,0.3691781486103109,0.38159958266336985,0.3751350894160227,0.550404891371727,0.8261380345996366,0.001,147724.30463075638
39,0.3603327247458689,0.36352869191574394,0.33575418639347093,0.5230122416391285,0.8307830344099517,0.001,151227.13201355934
40,0.3593846545527529,0.36352869191574394,0.33575418639347093,0.5230122416391285,0.8307830344099517,0.001,154361.5120522976
41,0.355017779258057,0.36352869191574394,0.33575418639347093,0.5230122416391285,0.8307830344099517,0.001,157438.8463625908
42,0.3623809013580914,0.35874578985599204,0.3250219368059701,0.5172713583489077,0.8393809789911323,0.001,162981.4375152588
43,0.3526497243739482,0.35874578985599204,0.3250219368059701,0.5172713583489077,0.8393809789911323,0.001,166794.09003543854
44,0.3480199887096673,0.35874578985599204,0.3250219368059701,0.5172713583489077,0.8393809789911323,0.001,169832.35832977295
45,0.34724416646371786,0.3496692302303577,0.30010951650457096,0.49855060820732644,0.8502798720237312,0.001,173356.4216542244
46,0.3405756921688901,0.3496692302303577,0.30010951650457096,0.49855060820732644,0.8502798720237312,0.001,176418.72688055038
47,0.3501913627324889,0.3496692302303577,0.30010951650457096,0.49855060820732644,0.8502798720237312,0.001,179575.90444898605
48,0.34061146390166835,0.33538302102493583,0.2745046219147673,0.477363924641128,0.8578469731392117,0.001,183136.28441286087
49,0.3376846918912307,0.33538302102493583,0.2745046219147673,0.477363924641128,0.8578469731392117,0.001,196186.53218507767
50,0.3373531470533847,0.33538302102493583,0.2745046219147673,0.477363924641128,0.8578469731392117,0.001,203376.401563406
51,0.3315052315245014,0.3480831163192014,0.3051371739305761,0.5013987847151012,0.8516702323878577,0.001,207841.5937614441
52,0.33117447101457814,0.3480831163192014,0.3051371739305761,0.5013987847151012,0.8516702323878577,0.001,210971.4185230732
53,0.33129272032681256,0.3480831163192014,0.3051371739305761,0.5013987847151012,0.8516702323878577,0.001,214114.8877365589
54,0.32247987262635136,0.3351703277968485,0.27147850775322235,0.47227683225902944,0.8651506200842901,0.001,219171.25155997276
55,0.32681055562603295,0.3351703277968485,0.27147850775322235,0.47227683225902944,0.8651506200842901,0.001,222258.63518691063
56,0.32317708544824336,0.3351703277968485,0.27147850775322235,0.47227683225902944,0.8651506200842901,0.001,225422.45697426796
57,0.3201267076449745,0.32780688085140436,0.2606882673064503,0.46520941848054936,0.8635064609553835,0.001,251047.35078668594
58,0.3202024382151133,0.32780688085140436,0.2606882673064503,0.46520941848054936,0.8635064609553835,0.001,255530.58058094978
59,0.3148069117683374,0.32780688085140436,0.2606882673064503,0.46520941848054936,0.8635064609553835,0.001,262167.9413161278
60,0.3179981118044191,0.3634584559076423,0.3624732618587553,0.5414319626235087,0.8522534884444071,0.001,265816.9194509983
61,0.31768540085196634,0.3634584559076423,0.3624732618587553,0.5414319626235087,0.8522534884444071,0.001,268942.44873285294
62,0.31045668932110454,0.3634584559076423,0.3624732618587553,0.5414319626235087,0.8522534884444071,0.001,272115.6753361225
63,0.3065363628357266,0.32541901515711336,0.2658207470192275,0.4663875224666858,0.8694174809193392,0.001,275576.06230545044
64,0.31191280409432903,0.32541901515711336,0.2658207470192275,0.4663875224666858,0.8694174809193392,0.001,278568.97821974754
65,0.30802218744676896,0.32541901515711336,0.2658207470192275,0.4663875224666858,0.8694174809193392,0.001,281531.1925947666
66,0.30235805009495004,0.3217995660977626,0.25188520725030417,0.45656986315862846,0.8751655330351733,0.001,284965.6830897331
67,0.3048810320477085,0.3217995660977626,0.25188520725030417,0.45656986315862846,0.8751655330351733,0.001,287970.34247636795
68,0.30047658586585535,0.3217995660977626,0.25188520725030417,0.45656986315862846,0.8751655330351733,0.001,291022.01046562195
69,0.3001748285100925,0.31794521499664413,0.24289520930738076,0.44891618315233,0.8774998122399006,0.001,294377.00488877296
70,0.3016248416229474,0.31794521499664413,0.24289520930738076,0.44891618315233,0.8774998122399006,0.001,297323.93793296814
71,0.29601559099440256,0.31794521499664413,0.24289520930738076,0.44891618315233,0.8774998122399006,0.001,300343.87892222404
72,0.298389007279795,0.3185865516782901,0.24252749427537854,0.4486350403466356,0.8807385301371233,0.001,303704.01197075844
73,0.2941771767329307,0.3185865516782901,0.24252749427537854,0.4486350403466356,0.8807385301371233,0.001,306588.8395924568
74,0.29436924190302854,0.3185865516782901,0.24252749427537854,0.4486350403466356,0.8807385301371233,0.001,309537.33125162125
75,0.2900191812385895,0.32338874267602186,0.27707425301569866,0.4654563691364516,0.8802725940669348,0.001,312860.2609307766
