iter,io_loss,lncc,mean_phi_px,mean_error_map_px,err_map_p50_px,err_map_p95_px,err_map_max_px,neg_jac_pct
0,1.1798961162567139,0.3033345639705658,6.603144645690918,0.0,0.0,0.0,0.0,0.0
50,1.1418507099151611,0.314895361661911,5.6429572105407715,4.900298595428467,3.642857074737549,13.211681365966797,21.551841735839844,0.0
100,1.132630705833435,0.31927910447120667,5.718542098999023,4.9910759925842285,3.6924915313720703,13.30777359008789,22.005584716796875,0.0
150,1.126387357711792,0.3223073482513428,5.767624855041504,5.069254398345947,3.7573695182800293,13.397956848144531,22.256574630737305,0.0
200,1.121429204940796,0.3249403238296509,5.80064058303833,5.14561653137207,3.8342127799987793,13.488788604736328,22.40953826904297,0.0009300595238095239
250,1.1176034212112427,0.32679495215415955,5.849058151245117,5.189192771911621,3.874260425567627,13.568476676940918,22.68168067932129,0.0009300595238095239
300,1.1145366430282593,0.3282746970653534,5.866733551025391,5.227770805358887,3.915832281112671,13.613590240478516,22.792139053344727,0.0009300595238095239
