iter,io_loss,lncc,mean_phi_vox,mean_error_map_vox,err_map_p50_vox,err_map_p95_vox,err_map_max_vox,neg_jac_pct
0,1.1890558004379272,0.3029811382293701,6.8376359939575195,0.0,0.0,0.0,0.0,0.0
50,1.1528466939926147,0.3149748146533966,6.226284027099609,5.047426223754883,3.7330543994903564,13.94675350189209,22.030920028686523,0.0
100,1.1439719200134277,0.3193991780281067,6.294262886047363,5.16079568862915,3.812347888946533,14.049586296081543,22.135793685913086,0.0
150,1.1376433372497559,0.32267096638679504,6.302822113037109,5.238100051879883,3.870429515838623,14.066973686218262,22.01137924194336,0.0
200,1.1327238082885742,0.3252084255218506,6.338412761688232,5.295709133148193,3.9240264892578125,14.113056182861328,21.97078514099121,0.0009300595238095239
250,1.1289297342300415,0.32723963260650635,6.355327606201172,5.342324733734131,3.9770493507385254,14.135963439941406,21.969158172607422,0.0009300595238095239
300,1.1259950399398804,0.32873478531837463,6.358101844787598,5.37490701675415,4.025043964385986,14.1332426071167,21.805294036865234,0.0009300595238095239
