iter,io_loss,lncc,mean_phi_px,mean_error_map_px,err_map_p50_px,err_map_p95_px,err_map_max_px,neg_jac_pct
0,0.8627946376800537,0.46486303210258484,6.642453670501709,0.0,0.0,0.0,0.0,0.0
50,0.7387052774429321,0.4929291903972626,7.709170341491699,4.6917948722839355,2.4790732860565186,15.15835952758789,25.154478073120117,0.039513978069742176
100,0.7164955735206604,0.5048006176948547,7.864185810089111,4.877168655395508,2.5805320739746094,15.762453079223633,25.755701065063477,0.11524910270341467
150,0.7042586207389832,0.5115364789962769,7.992891788482666,5.046265125274658,2.733783721923828,16.263681411743164,26.118127822875977,0.1646415752905924
200,0.6961497664451599,0.5153021812438965,8.066547393798828,5.1248345375061035,2.8316001892089844,16.355676651000977,26.22278594970703,0.20415555336033456
250,0.6905490159988403,0.5177674889564514,8.115030288696289,5.1786208152771,2.912539482116699,16.427997589111328,26.277807235717773,0.24366953143007672
