iter,io_loss,lncc,mean_phi_px,mean_error_map_px,err_map_p50_px,err_map_p95_px,err_map_max_px,neg_jac_pct
0,0.9282969832420349,0.44767242670059204,6.385882377624512,0.0,0.0,0.0,0.0,0.0
50,0.7859101891517639,0.4918947219848633,7.3585429191589355,3.9575910568237305,2.958505630493164,10.520371437072754,18.98639488220215,0.0
100,0.7618983387947083,0.5042803883552551,7.525660037994385,4.260473728179932,3.308558464050293,10.94051456451416,18.87586784362793,0.03622114656393032
150,0.7501200437545776,0.5107414126396179,7.619294166564941,4.394568920135498,3.482668876647949,11.0664644241333,19.03922462463379,0.032928315058118475
200,0.7430322766304016,0.513863205909729,7.662900924682617,4.473376274108887,3.587244987487793,11.175738334655762,19.07925796508789,0.039513978069742176
250,0.7384355664253235,0.5160612463951111,7.709359645843506,4.532827854156494,3.6383304595947266,11.287983894348145,19.156312942504883,0.06585663011623695
