iter,io_loss,lncc,mean_phi_px,mean_error_map_px,neg_jac_pct
0,0.8223600387573242,0.46768975257873535,6.161538600921631,0.0,0.0
50,0.736587643623352,0.4928087294101715,7.504754066467285,4.647177696228027,0.0032928315058118477
100,0.7162743806838989,0.5030039548873901,7.69670295715332,4.8578410148620605,0.023049820540682935
150,0.7041804790496826,0.5088245272636414,7.749331951141357,4.9721455574035645,0.03622114656393032
200,0.695868194103241,0.5135926604270935,7.817178249359131,5.079023361206055,0.05268530409298956
250,0.6889519095420837,0.5175134539604187,7.781539440155029,5.14026403427124,0.0823207876452962
