iter,io_loss,lncc,mean_phi_px,mean_error_map_px,neg_jac_pct
0,0.9249089956283569,0.42434167861938477,17.16493034362793,0.0,0.0
50,0.7223309278488159,0.45029255747795105,17.42341423034668,13.19522476196289,0.0
100,0.6765156984329224,0.46391600370407104,17.309499740600586,13.289156913757324,0.0
150,0.6502728462219238,0.47191622853279114,17.259023666381836,13.449077606201172,0.006585663011623695
200,0.6324306130409241,0.4780614376068115,17.256893157958984,13.616670608520508,0.05597813559880141
250,0.6202027797698975,0.48190176486968994,17.32136344909668,13.736515998840332,0.12842042872666207
