epoch,train_mse,train_smooth,train_total,val_mse,val_l1,elapsed_s
1,0.9522614402346091,0.025343477578446415,0.9527683070685604,inf,nan,399.2163052558899
2,0.8570687303153595,0.02297913004634994,0.857528312371509,inf,nan,619.1503636837006
3,0.8482469196366792,0.019541039611074593,0.8486377424237752,0.84746076526313,0.6340775078740614,890.1299073696136
4,0.8321689790723348,0.01999893112310974,0.8325689569263175,0.84746076526313,0.6340775078740614,1077.6403818130493
5,0.8205474204946273,0.021072824522484056,0.8209688780036303,0.84746076526313,0.6340775078740614,1282.0288257598877
6,0.8052507563687787,0.020473942704646305,0.8056602343769357,0.7509509921073914,0.6017073711444592,1527.8478336334229
7,0.7921322786276883,0.021209062556597855,0.7925564603935374,0.7509509921073914,0.6017073711444592,1710.780689716339
8,0.7789648828825148,0.021420843594956517,0.7793932993813316,0.7509509921073914,0.6017073711444592,1906.150573015213
9,0.7697667413123763,0.022605119263845504,0.7702188454937227,0.7926015915541813,0.5745681966173237,2137.777322292328
10,0.7551993417857897,0.021939377503303607,0.7556381296403337,0.7926015915541813,0.5745681966173237,2309.770788192749
11,0.7447404722766121,0.021466214375773278,0.7451697975987255,0.7926015915541813,0.5745681966173237,2468.969698905945
12,0.7324833471586208,0.02081044769781356,0.732899555475405,0.7142981691607113,0.5557186439119536,2632.1007912158966
13,0.7267205566167831,0.020167183306178834,0.7271239003627608,0.7142981691607113,0.5557186439119536,2767.4831817150116
14,0.7140710182709269,0.020771804422435192,0.7144864536453002,0.7142981691607113,0.5557186439119536,2915.7433066368103
15,0.7065546856363221,0.021701268612010643,0.7069887111682703,0.882016232301449,0.5867423034947494,3090.444911003113
16,0.707831347342765,0.0208088275930374,0.7082475262998355,0.882016232301449,0.5867423034947494,3236.2811918258667
17,0.6969812963858689,0.02086403002353883,0.697398574635534,0.882016232301449,0.5867423034947494,3391.531214952469
18,0.6883584483720289,0.021346542467870336,0.6887853785906688,0.6918298653487501,0.5851888574402908,3578.1663587093353
19,0.6674357925606246,0.020501313288465585,0.6678458211740644,0.6918298653487501,0.5851888574402908,3753.300733566284
20,0.6762520269592209,0.01925711132272488,0.6766371681253509,0.6918298653487501,0.5851888574402908,4025.092791557312
21,0.6633730458446069,0.01867781393691012,0.6637465998087779,0.749825958547921,0.5431232699032488,4374.474463224411
22,0.6591571559115211,0.018731225295785334,0.6595317795135007,0.749825958547921,0.5431232699032488,4542.105178117752
23,0.6479334081753646,0.017346271281453347,0.6482803339120184,0.749825958547921,0.5431232699032488,4700.813975095749
24,0.6399206764037066,0.015943299195185157,0.6402395422210788,0.6554879576995455,0.5314291201788803,4890.63729596138
25,0.6319783880273895,0.016334583673921255,0.6323050804952584,0.6554879576995455,0.5314291201788803,5057.184535264969
26,0.6191216713131065,0.016577580418105763,0.6194532228873508,0.6554879576995455,0.5314291201788803,5239.728328943253
27,0.6061868719240227,0.016871361333950615,0.6065242991294011,0.7040174243779018,0.5367838062089065,5468.616264343262
28,0.5967878137189563,0.016397987639918777,0.5971157726379904,0.7040174243779018,0.5367838062089065,5652.645056009293
29,0.5913268174275313,0.01739747754510234,0.5916747669182202,0.7040174243779018,0.5367838062089065,5812.015072107315
30,0.5740643884285842,0.017831204297703386,0.5744210108376966,0.5870832955015117,0.5214525163173676,6029.947223901749
31,0.5650984338014433,0.018939362760485693,0.5654772204337734,0.5870832955015117,0.5214525163173676,6222.923476457596
32,0.5579683699525229,0.019106487337831813,0.5583504984284392,0.5870832955015117,0.5214525163173676,6413.88754940033
33,0.5529490209156924,0.0190929429476509,0.5533308782199822,0.5730985731914126,0.509141601365188,6646.651002407074
34,0.544731061647434,0.018975382274256485,0.5451105678140526,0.5730985731914126,0.509141601365188,6846.0683126449585
35,0.5356627620092713,0.019085385790555784,0.5360444704494854,0.5730985731914126,0.509141601365188,7042.100137710571
36,0.5296684317659623,0.018185560499308723,0.5300321425541793,0.5526858629851505,0.49342847898088654,7258.441868066788
37,0.5233905946854318,0.019821953821447816,0.5237870335873991,0.5526858629851505,0.49342847898088654,7450.082607269287
38,0.5154783668199389,0.019312173727494063,0.5158646112621421,0.5526858629851505,0.49342847898088654,7645.514749765396
39,0.5114029759522711,0.019007318731544928,0.51178312213114,0.545857434642726,0.49683009550489227,7874.074390411377
40,0.49937807525148487,0.01988311361816555,0.4997757364912788,0.545857434642726,0.49683009550489227,8071.4652535915375
41,0.4822928458452225,0.020645780949899467,0.4827057618906002,0.545857434642726,0.49683009550489227,8272.22242474556
42,0.4752479863196316,0.022157328498393,0.4756911335752742,0.5556910274357632,0.5222077338859953,8502.8351957798
43,0.46720958781419414,0.022042225742030262,0.467650430922461,0.5556910274357632,0.5222077338859953,8697.557516098022
44,0.4621274755290239,0.021560917082842034,0.46255869300353647,0.5556910274357632,0.5222077338859953,8900.047674417496
45,0.4444225209184212,0.022622918055420466,0.4448749812522737,0.5151302670610363,0.47182030205068914,9115.588367462158
46,0.4352211941881935,0.022999642407613815,0.4356811897884501,0.5151302670610363,0.47182030205068914,9303.795994997025
47,0.43226464240267726,0.022634867154578173,0.43271734026989134,0.5151302670610363,0.47182030205068914,9486.70758986473
48,0.41250033130740177,0.0230024201924553,0.41296037884041814,0.5136775518285817,0.4793491620441963,9702.302412748337
49,0.40504608915583923,0.023360352585147515,0.4055132964017368,0.5136775518285817,0.4793491620441963,9879.857922315598
50,0.4025347565512846,0.024200429964699958,0.4030187645613557,0.5323452959800589,0.47963154521481743,10093.959145069122
